Logistic	SVM_LINEAR	NaiveBayes

/*** diTempatPembuanganAkhir ***/
6	6	9	
0	0	5	
5	5	6	
6	5	6	
16	20	13	
7	0	0	
0	4	1	

/*** suaraAneh ***/
1	4	0	
1	0	2	
5	6	7	
6	4	3	
4	4	2	
1	0	1	
0	0	3	

/*** menembusLangit ***/
1	2	2	
0	0	5	
7	2	3	
10	5	16	
7	27	5	
14	3	6	
0	0	2	

/*** liburanBersamaSahabat ***/
5	10	6	
0	0	2	
2	2	1	
12	6	7	
5	8	6	
5	2	4	
2	3	5	

/*** ballerina ***/
1	1	2	
0	0	3	
6	7	5	
5	3	5	
7	13	5	
7	2	5	
0	0	1	

/*** pohonBesar ***/
7	10	1	
1	0	0	
6	8	11	
15	9	7	
9	9	7	
8	7	14	
1	4	7	

/*** mataSebeningKristal ***/
5	7	2	
0	0	4	
18	12	11	
17	10	15	
13	29	17	
13	6	10	
1	3	8	

