Logistic	SVM_LINEAR	NaiveBayes

/*** diTempatPembuanganAkhir ***/
7	8	6	
0	0	0	
4	5	8	
7	3	5	
14	21	16	
7	1	0	
1	2	5	

/*** suaraAneh ***/
1	2	0	
0	0	0	
7	5	8	
3	1	5	
5	8	3	
2	2	1	
0	0	1	

/*** menembusLangit ***/
1	1	2	
0	0	0	
8	2	5	
11	5	14	
8	30	7	
11	1	4	
0	0	7	

/*** liburanBersamaSahabat ***/
4	10	6	
0	0	1	
3	1	2	
14	7	7	
6	7	7	
4	3	3	
0	3	5	

/*** ballerina ***/
1	3	2	
0	0	0	
11	2	9	
4	3	6	
4	15	5	
6	2	1	
0	1	3	

/*** pohonBesar ***/
9	12	1	
0	0	0	
9	8	17	
7	5	11	
12	12	7	
8	7	7	
2	3	4	

/*** mataSebeningKristal ***/
4	6	3	
0	0	1	
17	8	10	
21	10	14	
14	35	23	
11	6	7	
0	2	9	

